Time,mys01,mys02,mys03,mys04,mys05,mys06,mys07
266500,11408,26485340,101347951,152094953,18364,24980,73648
267000,11526,26025491,100829685,148466950,19048,26333,73156
267500,12190,25865357,102073382,146669314,18353,25053,73257
268000,11433,25207095,103483525,140676397,18143,25217,71157
268500,11494,24817443,104837783,139670825,18608,26380,71331
269000,11880,24370722,104601445,135862058,18508,27259,71828
269500,11823,23922207,114413169,137788560,17819,25726,70353
270000,11573,23501730,114469531,130698761,19446,25517,69663
270500,11404,23018250,111668770,128306175,16195,25909,69567
271000,11694,22553338,110653522,125912538,15753,26066,70323
271500,11503,22276653,110214004,120665260,16352,24929,67809
272000,11546,21892674,109681488,134244070,15826,35432,74243
272500,11632,21295547,114793599,125733674,15692,26902,73094
273000,11416,20892354,116549236,121088523,15786,26794,69940
273500,11348,20418416,117133275,118782362,16295,25262,67218
274000,11470,20794470,120814783,112593568,16560,25480,72111
274500,11316,20525135,123341604,111257622,16231,26443,72531
275000,11548,19041965,142932394,102707227,16524,24916,70183
275500,11340,27014718,128184829,103903229,16409,26980,69145
276000,11610,29673088,118199722,100805530,16248,25093,80592
276500,11474,28239001,119103217,96593542,16523,24447,69450
277000,11494,29745420,120167164,100566851,16137,26155,74304
277500,11406,28347035,129549594,91358043,16158,24647,72640
278000,12528,27759932,129895423,90828802,15991,26691,71935
278500,11632,26365353,130604172,91893977,16652,25447,68769
279000,11711,25738696,126326538,91794070,15533,25789,69652
279500,11384,27201444,131029228,89726388,16195,26178,80150
280000,11572,26525412,131456356,82032844,15749,25854,78629
280500,11850,26209261,139707337,83455952,14687,26827,75294
281000,11624,25724537,158453488,78230130,14473,25514,74335
281500,11519,26366356,173104788,79676233,14679,25194,69862
282000,11737,25050485,138976203,74469092,14279,25907,74029
282500,11418,23596118,132439936,73622690,14876,26645,72734
283000,11484,23244433,142317127,70485740,14417,25670,69325
283500,11521,22139018,135186000,69047709,14269,26093,77631
284000,11614,22053781,138850442,66747996,14317,25238,73716
284500,11357,21272812,134583506,64276591,15068,25322,69908
285000,11521,20369181,137161991,59978579,14724,26792,72701
285500,11565,20054956,140565596,58759789,14803,27100,72497
286000,11682,19422214,143602787,60393213,14231,25818,71656
286500,11723,18591979,150445648,56325923,15699,25475,73478
287000,12449,17862209,141666206,53675879,15234,25600,71438
287500,11570,14703667,142537485,49742678,15606,25285,70646
288000,11530,16611580,144774169,48138855,14939,25895,82906
288500,11563,15789308,188762626,45961744,14754,26831,67557
289000,11370,14365652,184643283,45157986,16921,24830,68882
289500,11339,14539470,192688762,42053543,14963,27019,68746
290000,11704,12683771,162512983,40524704,16277,27694,68719
290500,11784,13092815,156148919,39381425,15783,27280,70789
291000,11897,11824646,157395624,36828290,17601,26029,72257
291500,11533,11954071,156513307,35120747,27287,25380,68580
292000,11983,10479054,160465893,32189648,15042,24703,68713
292500,11542,9633138,162147319,29031790,17996,27562,70743
293000,11545,9144170,160970599,27882948,16723,25577,72116
293500,11550,8501591,162053640,25424961,15336,25035,71402
294000,11678,8148483,164402588,22624654,11069,26519,69457
294500,11526,7362006,168079938,21366724,17624,25647,68361
295000,13166,6652755,172596719,19667050,17592,27060,65998
295500,12170,5846761,172711765,16501290,16609,25473,70260
296000,12971,5412306,171878675,15135049,17315,26114,71170
296500,12138,4737468,172487586,12951002,16390,25101,80397
297000,11818,4109349,176835155,9750471,15027,25363,78942
297500,11505,3472254,177743250,8672392,16586,26044,75683
298000,11839,2654641,181602057,5713721,16660,26074,73564
298500,12180,2449621,185177343,4750157,16254,25273,73363
299000,11541,1419025,183663048,3150929,16229,26456,71267
299500,11899,838961,184725647,1643889,17695,28343,74738
299997,11561,304317,184582294,416016,16328,30723,77141
